Genome elements	LOGFC_EGD_WT vs EGDe_280212.ge	FC_EGD_WT vs EGDe_280212.ge	STAT_EGD_WT vs EGDe_280212_LPE.ge	STAT_EGD_WT vs EGDe_280212_FDRBH.ge	STAT_EGD_WT vs EGDe_280212_FDRBY.ge	STAT_EGD_WT vs EGDe_280212_FDRBONF.ge	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2590	0.2230034869299704	1.1671609227912776	0.810252520833969	1.0	1.0	1.0	-	2678302	2679330	1029			ATP-binding protein				ATG	 
lmo2591	0.3780587541533009	1.2995919876197388	0.703722397850886	0.9850727607533573	1.0	1.0	+	2679599	2681125	1527			N-acetylmuramoyl-L-alanine amidase				TTG	 
lmo2592	-1.6880614000285599	-3.222234297173386	0.09193794529534105	0.5411585475665727	1.0	1.0	-	2681167	2682018	852			aldo/keto reductase				ATG	 
lmo2593	-1.955104259211331	-3.877439468449751	0.04897521095761437	0.3911138335744316	1.0	1.0	-	2682040	2682462	423			MerR family transcriptional regulator				ATG	 
lmo2594	1.6147911719870294	3.062672644682861	0.10865551670753648	0.5883954933324309	1.0	1.0	-	2682584	2682943	360			hypothetical protein				ATG	 
lmo2595	0.17383574373673039	1.1280536969835369	0.7135530873083935	0.9871685777215391	1.0	1.0	+	2683187	2684056	870			hypothetical protein				ATG	 
lmo2596	-0.07446156489713829	-1.0529679794062448	0.9136278698976665	1.0	1.0	1.0	-	2684251	2684643	393	rpsI		30S ribosomal protein S9				GTG	 
lmo2597	0.003080145319810157	1.0021372747667465	0.9909535996735597	1.0	1.0	1.0	-	2684665	2685102	438	rplM		50S ribosomal protein L13				ATG	 
lmo2598	-0.10941716534609114	-1.0787923269339825	0.8917274420686128	0.9996770969247106	1.0	1.0	-	2685297	2686043	747	truA		tRNA pseudouridine synthase A				ATG	 
lmo2599	-0.03661005836928943	-1.025700874314827	0.9637534411853561	1.0	1.0	1.0	-	2686049	2686846	798			hypothetical protein				ATG	 
lmo2600	-0.40377306952798975	-1.322963326414531	0.6166817974808885	0.9829396269004391	1.0	1.0	-	2686849	2687715	867	cbiO		cobalt ABC transporter ATP-binding subunit				ATG	 
lmo2601	-0.45871093448283773	-1.374313303769573	0.5824484807045116	0.9779709658112944	1.0	1.0	-	2687691	2688530	840	cbiO		cobalt ABC transporter ATP-binding protein				GTG	 
lmo2602	0.4156472103596407	1.333896945110427	0.638159641531566	0.9775890667598173	1.0	1.0	+	2688661	2689323	663			hypothetical protein				ATG	 
lmo2603	0.5816086218711511	1.496516952640661	0.5228330390817852	0.9602159755229428	1.0	1.0	+	2689442	2690332	891			hypothetical protein				ATG	 
lmo2604	-1.0353272982691886	-2.049578572756755	0.30406863685849705	0.8513514695235874	1.0	1.0	-	2690371	2691465	1095			hypothetical protein				ATG	 
lmo2605	0.5591505866169104	1.473401469504142	0.4919619652299807	0.9501683880087195	1.0	1.0	-	2691673	2692080	408	rplQ		50S ribosomal protein L17				ATG	 
lmo2606	0.6287551678361094	1.5462302500658962	0.2895310133605735	0.8410285164275755	1.0	1.0	-	2692097	2693041	945	rpoA		DNA-directed RNA polymerase subunit alpha				ATG	 
lmo2607	0.6402487402851094	1.5585978596670447	0.25046066232048947	0.8128534965492598	1.0	1.0	-	2693151	2693540	390	rpsK		30S ribosomal protein S11				ATG	 
lmo2608	0.7803225596706103	1.7175148341950939	0.17198688143246743	0.6935584452659643	1.0	1.0	-	2693563	2693928	366	rpsM		30S ribosomal protein S13				ATG	 
lmo2609	0.31462775723311154	1.2436907160311423	0.5992984803019459	0.9882862990130117	1.0	1.0	-	2693947	2694060	114	rpmJ		50S ribosomal protein L36				ATG	 
lmo2610	0.513196060024109	1.4272084479594436	0.3856833058332598	0.9061963954412874	1.0	1.0	-	2694164	2694382	219	infA		translation initiation factor IF-1				ATG	 
lmo2611	0.7950939250619111	1.7351903382710165	0.19222898947580558	0.7316024325029655	1.0	1.0	-	2694769	2695416	648	adk		adenylate kinase				TTG	 
lmo2612	0.37827651593640965	1.2997881640949112	0.441758748128918	0.933821042942664	1.0	1.0	-	2695476	2696771	1296	secY		preprotein translocase subunit SecY				ATG	 
lmo2613	0.4664815465046104	1.3817355704762304	0.3372973178597283	0.8757408901143447	1.0	1.0	-	2696771	2697211	441	rplO		50S ribosomal protein L15				ATG	 
lmo2614	0.30997865524591006	1.2396893585296784	0.6231076703947083	0.9816750920638774	1.0	1.0	-	2697267	2697446	180	rpmD		50S ribosomal protein L30				ATG	 
lmo2615	0.6076413260790101	1.523765953974625	0.25715112338040647	0.8210040418212194	1.0	1.0	-	2697463	2697966	504	rpsE		30S ribosomal protein S5				ATG	 
lmo2616	0.5752323553772101	1.4899174046447548	0.28521267088950286	0.8380567142496099	1.0	1.0	-	2697988	2698347	360	rplR		50S ribosomal protein L18				GTG	 
lmo2617	0.7996954010826105	1.7407335634402603	0.13262285092048387	0.6306164054195926	1.0	1.0	-	2698387	2698923	537	rplF		50S ribosomal protein L6				ATG	 
lmo2618	0.8788123574586084	1.8388609073305475	0.10176784034866992	0.5710617044784017	1.0	1.0	-	2698954	2699352	399	rpsH		30S ribosomal protein S8				ATG	 
lmo2619	1.1010882312420112	2.145164421952466	0.04016472595415621	0.3565748054859914	1.0	1.0	-	2699383	2699568	186	rpsN		30S ribosomal protein S14				GTG	 
lmo2620	1.1563979039920103	2.2290019890574193	0.029415279565332852	0.2883711717387631	1.0	1.0	-	2699600	2700139	540	rplE		50S ribosomal protein L5				ATG	 
lmo2621	0.6305158615680622	1.5481184521924392	0.35248151227116464	0.8907599461217076	1.0	1.0	-	2700166	2700477	312	rplX		50S ribosomal protein L24				ATG	 
lmo2622	1.2628341148119606	2.3996668283508575	0.03146296327047238	0.3021932587093006	1.0	1.0	-	2700515	2700883	369	rplN		50S ribosomal protein L14				ATG	 
lmo2623	1.2417445458201097	2.3648432269033437	0.031204936240352144	0.3017538562289835	1.0	1.0	-	2700963	2701226	264	rpsQ		30S ribosomal protein S17				ATG	 
lmo2624	1.0756592253174109	2.1076849378209026	0.057957594482750174	0.4441332644594575	1.0	1.0	-	2701254	2701445	192	rpmC		50S ribosomal protein L29				ATG	 
lmo2625	1.0188540463747113	2.0263087936698585	0.0954838281939594	0.5517490316167206	1.0	1.0	-	2701435	2701869	435	rplP		50S ribosomal protein L16				ATG	 
lmo2626	0.9952032294047104	1.9933613064777929	0.07381700000781244	0.5020615574694037	1.0	1.0	-	2701872	2702528	657	rpsC		30S ribosomal protein S3				GTG	 
lmo2627	0.9314014022791621	1.9071276385248088	0.0775732249150809	0.5037770585478294	1.0	1.0	-	2702532	2702888	357	rplV		50S ribosomal protein L22				ATG	 
lmo2628	0.8188604762297604	1.7640121236362238	0.07908967190161476	0.5052852521714399	1.0	1.0	-	2702909	2703187	279	rpsS		30S ribosomal protein S19				ATG	 
lmo2629	0.7033537337169093	1.628285559769047	0.16600547270967692	0.6920140160023629	1.0	1.0	-	2703275	2704108	834	rplB		50S ribosomal protein L2				ATG	 
lmo2630	0.7913480917664106	1.7306909098692382	0.10106253025754253	0.5714158064683241	1.0	1.0	-	2704149	2704433	285	rplW		50S ribosomal protein L23				ATG	 
lmo2631	0.7661112471526099	1.7006794555709186	0.10779702964973592	0.5862212689580089	1.0	1.0	-	2704433	2705056	624	rplD		50S ribosomal protein L4				ATG	 
lmo2632	0.7214737080706612	1.6488654850464626	0.12792221329076847	0.6216800895481277	1.0	1.0	-	2705082	2705711	630	rplC		50S ribosomal protein L3				ATG	 
lmo2633	0.5660721324521596	1.4804873181553648	0.25467160061308425	0.8208972341757352	1.0	1.0	-	2705746	2706054	309	rpsJ		30S ribosomal protein S10				ATG	 
lmo2634	-1.4968045545627309	-2.822169334714078	0.12355873285011376	0.6098567317584609	1.0	1.0	-	2706415	2707215	801			hypothetical protein				ATG	 
lmo2635	0.24106294329966005	1.1818631092805107	0.769995892129016	0.9948195791879065	1.0	1.0	-	2707235	2708194	960			1,4-dihydroxy-2-naphthoate octaprenyltransferase				ATG	 
lmo2636	0.9247623787393096	1.898371542004431	0.262277177207058	0.8220099286098463	1.0	1.0	-	2708276	2709358	1083			hypothetical protein				ATG	 
lmo2637	0.6531338923974097	1.5725805242057787	0.07569150644111033	0.5095002337162641	1.0	1.0	-	2709522	2710421	900			hypothetical protein				ATG	 
lmo2638	-0.18272789190753969	-1.1350280032379774	0.7446271632061232	0.989240665885518	1.0	1.0	+	2710869	2712755	1887			NADH dehydrogenase				ATG	 
lmo2639	0.1582178626212407	1.1159078238038758	0.8459406286884756	1.0	1.0	1.0	+	2712931	2713365	435			hypothetical protein				GTG	 
lmo2640	0.0049760630527497796	1.0034550992174742	0.9952902694311199	0.9998622742023583	1.0	1.0	+	2713398	2713940	543			hypothetical protein				ATG	 
lmo2641	0.11635207957191085	1.08399047481472	0.8868451644086348	0.9998801427047832	1.0	1.0	+	2713962	2714942	981			heptaprenyl diphosphate synthase subunit II				ATG	 
lmo2642	-0.28402066758551037	-1.217583461247413	0.7503625705790321	0.9908410534863855	1.0	1.0	+	2715032	2716363	1332			hypothetical protein				GTG	 
lmo2643	-0.09978178869492993	-1.0716113663251656	0.9123488445959208	1.0	1.0	1.0	-	2716408	2717394	987			hypothetical protein				ATG	 
lmo2644	0.3792163360717282	1.3006351657307487	0.7012994261055436	0.9866094756165196	1.0	1.0	-	2717422	2718234	813			hypothetical protein				ATG	 
lmo2646	-2.124740452304689	-4.36124625114879	0.031928491221337785	0.305631988357789	1.0	1.0	-	2719056	2719775	720			hypothetical protein				TTG	 
lmo2647	-1.9152659389369697	-3.771833359834621	0.047304024349253515	0.38424383207122215	1.0	1.0	-	2719735	2720484	750			creatinine amidohydrolase				GTG	 
lmo2648	-1.9171127503652894	-3.776664821234517	0.04482241588201008	0.3759000836358545	1.0	1.0	-	2720497	2721489	993			phosphotriesterase				ATG	 
lmo2649	-2.5491693650608305	-5.852971951628572	0.009995784659555196	0.1344246969400854	1.0	1.0	-	2721559	2722857	1299	ulaA		PTS system ascorbate transporter subunit IIC				ATG	 
lmo2650	-3.3053822510660886	-9.885968099062179	6.909973296473915E-4	0.01413313243300384	0.12055571345231916	1.0	-	2722884	2723156	273			MFS transporter				ATG	 
lmo2651	-3.449412949599229	-10.923876089663835	3.432448070375127E-4	0.007933699076484948	0.06767450577680359	0.9758449864076486	-	2723159	2723593	435			PTS mannitol transporter subunit IIA				ATG	 
lmo2652	-1.860198183695541	-3.630575320852021	0.058512811807721055	0.44537132608682745	1.0	1.0	-	2723786	2725852	2067			transcriptional antiterminator				ATG	 
lmo2653	-0.21096007232393887	-1.157458183016487	0.5734432517969799	0.9767103691587978	1.0	1.0	-	2726008	2727195	1188	tuf		elongation factor Tu				ATG	 
lmo2654	-0.08146011452553914	-1.0580883628511035	0.8419057320358863	1.0	1.0	1.0	-	2727304	2729391	2088	fus		elongation factor G				ATG	 
lmo2655	-0.010399205933637745	-1.0072342217373071	0.9795851401129119	1.0	1.0	1.0	-	2729457	2729927	471	rpsG		30S ribosomal protein S7				ATG	 
lmo2656	-0.03437578790053841	-1.0241136230411	0.9374178677204353	0.9994182764136165	1.0	1.0	-	2729958	2730371	414	rpsL		30S ribosomal protein S12				ATG	 
lmo2657	-0.4984851913728683	-1.4127294381712219	0.5632789461785286	0.9730233482202166	1.0	1.0	-	2730564	2731961	1398			deoxyguanosinetriphosphate triphosphohydrolase				ATG	 
lmo2658	0.028395791866159925	1.0198774398549482	0.9770523407289371	1.0	1.0	1.0	-	2731976	2732455	480			acyltransferase				ATG	 
lmo2659	0.5070827414277606	1.421173547971477	0.6151577808358744	0.9839153362352817	1.0	1.0	-	2732589	2733233	645			ribulose-phosphate 3-epimerase				ATG	 
lmo2660	0.6622651013155298	1.582565378736068	0.506325173218725	0.9578782077493517	1.0	1.0	-	2733230	2735245	2016			transketolase				TTG	 
lmo2661	1.51882362432002	2.8655729507003684	0.12981582803369784	0.624477832656181	1.0	1.0	-	2735279	2735953	675			ribulose-5-phosphate 3-epimerase				ATG	 
lmo2662	-0.0067203056215792145	-1.0046690269910143	0.9939588151779258	1.0	1.0	1.0	-	2735962	2736402	441			ribose 5-phosphate epimerase				ATG	 
lmo2663	3.648042262755081	12.536322228714141	1.450528327273659E-4	0.004003739839261178	0.034151927400924945	0.4123852034439013	-	2736597	2737628	1032			polyol dehydrogenase				TTG	 
lmo2664	2.9511131906391705	7.73345550241002	0.002675473738255718	0.04724454557677644	0.4029962873225802	1.0	-	2737630	2738682	1053			sorbitol dehydrogenase				ATG	 
lmo2665	3.3568773844926305	10.245208107319725	5.000563019446069E-4	0.01085236691930166	0.09257076184664964	1.0	-	2738719	2739990	1272			PTS galacticol transporter subunit IIC				ATG	 
lmo2666	2.908621928616131	7.509005917224648	0.0023455626227237847	0.041939839851595724	0.35774711228050915	1.0	-	2740052	2740333	282			PTS galacticol transporter subunit IIB				ATG	 
lmo2667	3.5047215342502103	11.350795733101947	9.686380868290101E-5	0.002726572357282055	0.023257680303335804	0.27538380808548757	-	2740390	2740854	465			PTS galacticol transporter subunit IIA				ATG	 
lmo2668	1.5482161090647493	2.9245529485365385	0.1126896221573781	0.5901192625307813	1.0	1.0	-	2740888	2742957	2070			transcriptional antiterminator BglG				ATG	 
lmo2669	-2.5369093758791097	-5.8034442715793695	0.010023930971262085	0.13390768450827675	1.0	1.0	-	2743326	2744138	813			hypothetical protein				ATG	 
lmo2670	0.052167113280940924	1.036821193313484	0.9540614447537901	1.0	1.0	1.0	-	2744212	2744574	363			hypothetical protein				ATG	 
lmo2671	-0.12589303710348076	-1.091182972626134	0.884458061368855	0.9986202377703555	1.0	1.0	-	2744571	2744939	369			hypothetical protein				ATG	 
lmo2672	0.16225737740441026	1.1190367198524278	0.8602675095758423	1.0	1.0	1.0	-	2744985	2745791	807			AraC family transcriptional regulator				ATG	 
lmo2673	-0.39491593666329017	-1.3148661430042818	0.6224802942481695	0.9833295534270341	1.0	1.0	+	2745907	2746377	471			hypothetical protein				ATG	 
lmo2674	-0.9566300130531697	-1.9407711544517154	0.30373116091924945	0.8523476671805263	1.0	1.0	+	2746423	2746878	456			ribose-5-phosphate isomerase B				ATG	 
lmo2675	-4.45884360870272	-21.991035123642273	1.7554287677912228E-6	7.677975364354532E-5	6.549318081514359E-4	0.0049906839868304465	+	2747073	2747414	342			hypothetical protein				ATG	 
lmo2676	-1.2867409810260906	-2.4397629503975176	0.13211823316477656	0.630221706187013	1.0	1.0	+	2747427	2748683	1257			DNA polymerase IV				GTG	 
lmo2677	0.3680551859570098	1.2906118579801105	0.6371661594965834	0.9775841292222269	1.0	1.0	-	2748685	2749497	813			esterase				ATG	 
lmo2678	1.5820966357429107	2.994046516466112	0.053753776259921615	0.41869037234782785	1.0	1.0	-	2749538	2750233	696			XRE family transcriptional regulator				ATG	 
lmo2679	1.7193342317676699	3.2928441519113822	0.03989024516929396	0.3555108683896637	1.0	1.0	-	2750230	2752920	2691			histidine kinase				ATG	 
lmo2680	2.1447613707328106	4.422191099364821	0.010623146756530755	0.13728002831280425	1.0	1.0	-	2752936	2753508	573	kdpC		potassium-transporting ATPase subunit C				ATG	 
lmo2681	3.6734071537528203	12.758679839021964	1.523500025890634E-5	5.41413821700884E-4	0.004618263492364676	0.04331310573607072	-	2753523	2755568	2046	kdpB		potassium-transporting ATPase subunit B				ATG	 
lmo2682	3.946984999646089	15.422716566045688	3.3072081497831363E-6	1.324280671807529E-4	0.0011296122919506348	0.009402392769833456	-	2755580	2757265	1686	kdpA		potassium-transporting ATPase subunit A				ATG	 
lmo2683	-1.9306750168871911	-3.8123353134670674	0.013706363058943682	0.16581783053862506	1.0	1.0	+	2757606	2757911	306			PTS cellbiose transporter subunit IIB				ATG	 
lmo2684	-1.1045998734419697	-2.15039229421987	0.19368137198182778	0.7347050970654753	1.0	1.0	+	2758046	2759353	1308			PTS cellbiose transporter subunit IIC				ATG	 
lmo2685	-0.29820334812708005	-1.2296121690985728	0.7404247291829583	0.9908788561191885	1.0	1.0	+	2759390	2759692	303			PTS cellbiose transporter subunit IIA				ATG	 
lmo2686	-0.2273247070819604	-1.170662092507161	0.8143115419404319	1.0	1.0	1.0	-	2760147	2760680	534			hypothetical protein				ATG	 
lmo2687	-0.5093203512290412	-1.4233794883462518	0.6118151048238365	0.9873735572823791	1.0	1.0	-	2760845	2761954	1110			cell division protein FtsW				ATG	 
lmo2688	-0.1564428910723601	-1.1145357481849563	0.8771812112207233	1.0	1.0	1.0	-	2761951	2763081	1131			cell division protein FtsW				ATG	 
lmo2689	-0.35612103779657023	-1.2799797958141765	0.7215978820394158	0.9877240147511117	1.0	1.0	-	2763082	2765652	2571			magnesium-translocating P-type ATPase				ATG	 
lmo2690	0.3462514283585403	1.271253220017965	0.7319874746350394	0.9912069258777455	1.0	1.0	-	2766207	2766773	567			TetR family transcriptional regulator				ATG	 
lmo2691	1.1530130760869604	2.223778470498854	0.1632921204016371	0.6864422800391324	1.0	1.0	+	2766935	2768707	1773			autolysin				ATG	 
lmo2692	-0.98322840797311	-1.9768842592203015	0.2617387539791447	0.8216079188773922	1.0	1.0	-	2768944	2769273	330			hypothetical protein				TTG	 
lmo2693	-0.6197682485708889	-1.5366283207917655	0.44216437995636415	0.9334323078809312	1.0	1.0	-	2769381	2770007	627	tmk		thymidylate kinase				ATG	 
lmo2694	-0.7939662550561497	-1.7338345717956773	0.38607325416110194	0.9063635520891931	1.0	1.0	-	2770060	2771439	1380			lysine decarboxylase				ATG	 
lmo2695	-0.45169860287905905	-1.367649554879253	0.5748978407159441	0.9753125882694516	1.0	1.0	+	2771623	2772612	990			dihydroxyacetone kinase subunit DhaK				ATG	 
lmo2696	0.37394606055423907	1.2958925137310013	0.635881166925923	0.9788713576649873	1.0	1.0	+	2772634	2773230	597			dihydroxyacetone kinase				ATG	 
lmo2697	-1.3892657449007597	-2.619453305891131	0.08916451500657385	0.536731418081469	1.0	1.0	+	2773234	2773608	375			PTS mannose transporter subunit IIA				ATG	 
lmo2698	-0.23299768797672904	-1.1752744449558599	0.8081340502841308	1.0	1.0	1.0	+	2773714	2774565	852			RpiR family transcriptional regulator				ATG	 
lmo2699	-0.7908311029973305	-1.730070829089292	0.4323726908002088	0.9282196295246821	1.0	1.0	+	2774684	2775523	840			hypothetical protein				ATG	 
lmo2700	-1.5115573520713905	-2.851176502070562	0.08189015721532766	0.5139375650401248	1.0	1.0	+	2775644	2776486	843			aldo/keto reductase				ATG	 
lmo2701	-0.51872265652257	-1.43268620451788	0.5444776528991916	0.9650560892720709	1.0	1.0	-	2776532	2776777	246			hypothetical protein				ATG	 
lmo2702	-0.33256527098729016	-1.2592504713290165	0.6815307386151714	0.9841058322718103	1.0	1.0	-	2776792	2777388	597	recR		recombination protein RecR				ATG	 
lmo2703	-0.06702140148809121	-1.047551666765215	0.9338968855983139	1.0	1.0	1.0	-	2777497	2777814	318			hypothetical protein				ATG	 
lmo2704	-0.6824787527954896	-1.604894822516354	0.4378212301162213	0.9327052093928145	1.0	1.0	-	2777844	2779583	1740	dnaX		DNA polymerase III subunit gamma/tau				ATG	 
lmo2705	-0.6935938302258204	-1.6173073033085679	0.4837400039087598	0.950004009830059	1.0	1.0	-	2779910	2780374	465			hypothetical protein				GTG	 
lmo2706	0.38851573866674016	1.3090459492357676	0.6876173024623324	0.9858275294505351	1.0	1.0	-	2780392	2780574	183			hypothetical protein				ATG	 
lmo2707	1.2694680220010106	2.4107265624472185	0.17950761224028589	0.7055289515014259	1.0	1.0	-	2780577	2780798	222			hypothetical protein				ATG	 
lmo2708	-0.7999221760675699	-1.741007208142399	0.42774620827508014	0.9261861920228887	1.0	1.0	-	2780933	2782297	1365			PTS cellbiose transporter subunit IIC				ATG	 
lmo2709	-3.834749376066511	-14.26837740326306	1.8327818118724082E-6	7.894846501747359E-5	6.734309305643512E-4	0.0052105986911532565	+	2782739	2782894	156			hypothetical protein				ATG	 
lmo2710	0.09385786189931089	1.0672201875272065	0.9244592409757875	1.0	1.0	1.0	-	2783466	2784107	642			hypothetical protein				ATG	 
lmo2711	0.1995202534185916	1.148316436104931	0.7433375591159781	0.9889137485104005	1.0	1.0	+	2784354	2784674	321			hypothetical protein				ATG	 
lmo2712	-1.0912556582989108	-2.130593933391498	0.2724358957994166	0.8249097258333189	1.0	1.0	-	2784805	2786319	1515			gluconate kinase				TTG	 
